repo_name,repo_owner,git_url,api_base_url,source_type
forma-clj,wri,git://github.com/wri/forma-clj.git,http://api.github.com,github_repo
Movist,samiamwork,git://github.com/samiamwork/Movist.git,http://api.github.com,github_repo
refinerycms_membership,rbriank,git://github.com/rbriank/refinerycms_membership.git,http://api.github.com,github_repo
blueprint,devstructure,git://github.com/devstructure/blueprint.git,http://api.github.com,github_repo
moodle-block_accessibility,marxjohnson,git://github.com/marxjohnson/moodle-block_accessibility.git,http://api.github.com,github_repo
libpointmatcher,ethz-asl,git://github.com/ethz-asl/libpointmatcher.git,http://api.github.com,github_repo
ding2,ding2,git://github.com/ding2/ding2.git,http://api.github.com,github_repo
popwin-el,m2ym,git://github.com/m2ym/popwin-el.git,http://api.github.com,github_repo
ethzasl_icp_mapping,ethz-asl,git://github.com/ethz-asl/ethzasl_icp_mapping.git,http://api.github.com,github_repo
spree_paypal_express,spree-contrib,git://github.com/spree-contrib/spree_paypal_express.git,http://api.github.com,github_repo
drug-site,drugpl,git://github.com/drugpl/drug-site.git,http://api.github.com,github_repo
duckduckgo,duckduckgo,git://github.com/duckduckgo/duckduckgo.git,http://api.github.com,github_repo
Gaufrette,KnpLabs,git://github.com/KnpLabs/Gaufrette.git,http://api.github.com,github_repo
ubuntu-drivers-common,tseliot,git://github.com/tseliot/ubuntu-drivers-common.git,http://api.github.com,github_repo
AGORA,MichaelHoffmann,git://github.com/MichaelHoffmann/AGORA.git,http://api.github.com,github_repo
GPaste,Keruspe,git://github.com/Keruspe/GPaste.git,http://api.github.com,github_repo
FOSFacebookBundle,FriendsOfSymfony,git://github.com/FriendsOfSymfony/FOSFacebookBundle.git,http://api.github.com,github_repo
biblatex-iso690,michal-h21,git://github.com/michal-h21/biblatex-iso690.git,http://api.github.com,github_repo
G729_CODE,nickrobinson,git://github.com/nickrobinson/G729_CODE.git,http://api.github.com,github_repo
geo,jQueryGeo,git://github.com/jQueryGeo/geo.git,http://api.github.com,github_repo
git-scribe,schacon,git://github.com/schacon/git-scribe.git,http://api.github.com,github_repo
amqp_client,jbrisbin,git://github.com/jbrisbin/amqp_client.git,http://api.github.com,github_repo
webgrind,jokkedk,git://github.com/jokkedk/webgrind.git,http://api.github.com,github_repo
dropwizard,dropwizard,git://github.com/dropwizard/dropwizard.git,http://api.github.com,github_repo
jshint,jshint,git://github.com/jshint/jshint.git,http://api.github.com,github_repo
bitarray,ilanschnell,git://github.com/ilanschnell/bitarray.git,http://api.github.com,github_repo
kuromoji,atilika,git://github.com/atilika/kuromoji.git,http://api.github.com,github_repo
rails-settings-cached,huacnlee,git://github.com/huacnlee/rails-settings-cached.git,http://api.github.com,github_repo
kevoree,kevoree,git://github.com/kevoree/kevoree.git,http://api.github.com,github_repo
history.js,browserstate,git://github.com/browserstate/history.js.git,http://api.github.com,github_repo
qt-box-editor,zdenop,git://github.com/zdenop/qt-box-editor.git,http://api.github.com,github_repo
brunch,brunch,git://github.com/brunch/brunch.git,http://api.github.com,github_repo
simpledb,rjrodger,git://github.com/rjrodger/simpledb.git,http://api.github.com,github_repo
Qgis-Plugin-Builder,g-sherman,git://github.com/g-sherman/Qgis-Plugin-Builder.git,http://api.github.com,github_repo
clooj,arthuredelstein,git://github.com/arthuredelstein/clooj.git,http://api.github.com,github_repo
vcs,codeinn,git://github.com/codeinn/vcs.git,http://api.github.com,github_repo
go-ole,go-ole,git://github.com/go-ole/go-ole.git,http://api.github.com,github_repo
ninka,dmgerman,git://github.com/dmgerman/ninka.git,http://api.github.com,github_repo
add-to-homescreen,cubiq,git://github.com/cubiq/add-to-homescreen.git,http://api.github.com,github_repo
nodester,nodester,git://github.com/nodester/nodester.git,http://api.github.com,github_repo
cukestone,EOL,git://github.com/EOL/cukestone.git,http://api.github.com,github_repo
aeson,bos,git://github.com/bos/aeson.git,http://api.github.com,github_repo
adjunctions,ekmett,git://github.com/ekmett/adjunctions.git,http://api.github.com,github_repo
PreciousStones,marcelo-mason,git://github.com/marcelo-mason/PreciousStones.git,http://api.github.com,github_repo
EaselJS,CreateJS,git://github.com/CreateJS/EaselJS.git,http://api.github.com,github_repo
kidsruby,hybridgroup,git://github.com/hybridgroup/kidsruby.git,http://api.github.com,github_repo
submissions,agile-alliance-brazil,git://github.com/agile-alliance-brazil/submissions.git,http://api.github.com,github_repo
riak-haskell-client,janrain,git://github.com/janrain/riak-haskell-client.git,http://api.github.com,github_repo
lernanta,p2pu,git://github.com/p2pu/lernanta.git,http://api.github.com,github_repo
lein-beanstalk,weavejester,git://github.com/weavejester/lein-beanstalk.git,http://api.github.com,github_repo
processing-js,processing-js,git://github.com/processing-js/processing-js.git,http://api.github.com,github_repo
node.ext.ldap,bluedynamics,git://github.com/bluedynamics/node.ext.ldap.git,http://api.github.com,github_repo
request,request,git://github.com/request/request.git,http://api.github.com,github_repo
Perspectives-Server,danwent,git://github.com/danwent/Perspectives-Server.git,http://api.github.com,github_repo
mineflayer,PrismarineJS,git://github.com/PrismarineJS/mineflayer.git,http://api.github.com,github_repo
django-waffle,jsocol,git://github.com/jsocol/django-waffle.git,http://api.github.com,github_repo
dat.gui,dataarts,git://github.com/dataarts/dat.gui.git,http://api.github.com,github_repo
Warmshowers.org,warmshowers,git://github.com/warmshowers/Warmshowers.org.git,http://api.github.com,github_repo
OpenBLAS,xianyi,git://github.com/xianyi/OpenBLAS.git,http://api.github.com,github_repo
extempore,digego,git://github.com/digego/extempore.git,http://api.github.com,github_repo
JsonPath,json-path,git://github.com/json-path/JsonPath.git,http://api.github.com,github_repo
ceylon-spec,ceylon,git://github.com/ceylon/ceylon-spec.git,http://api.github.com,github_repo
mconf-web,mconf,git://github.com/mconf/mconf-web.git,http://api.github.com,github_repo
ceylon-compiler,ceylon,git://github.com/ceylon/ceylon-compiler.git,http://api.github.com,github_repo
getpython3,baijum,git://github.com/baijum/getpython3.git,http://api.github.com,github_repo
mayavi,enthought,git://github.com/enthought/mayavi.git,http://api.github.com,github_repo
agner,agner,git://github.com/agner/agner.git,http://api.github.com,github_repo
jesque,gresrun,git://github.com/gresrun/jesque.git,http://api.github.com,github_repo
waypoints,imakewebthings,git://github.com/imakewebthings/waypoints.git,http://api.github.com,github_repo
git-deploy-php,BrunoDeBarros,git://github.com/BrunoDeBarros/git-deploy-php.git,http://api.github.com,github_repo
distribution,clbustos,git://github.com/clbustos/distribution.git,http://api.github.com,github_repo
libvips,libvips,git://github.com/libvips/libvips.git,http://api.github.com,github_repo
aws-ses,drewblas,git://github.com/drewblas/aws-ses.git,http://api.github.com,github_repo
django-ses,django-ses,git://github.com/django-ses/django-ses.git,http://api.github.com,github_repo
nclosure,gatapia,git://github.com/gatapia/nclosure.git,http://api.github.com,github_repo
jaws,ippa,git://github.com/ippa/jaws.git,http://api.github.com,github_repo
rubygame,rubygame,git://github.com/rubygame/rubygame.git,http://api.github.com,github_repo
Trakt-for-Mediaportal,trakt,git://github.com/trakt/Trakt-for-Mediaportal.git,http://api.github.com,github_repo
soundcloud-ruby,soundcloud,git://github.com/soundcloud/soundcloud-ruby.git,http://api.github.com,github_repo
Adafruit-PCD8544-Nokia-5110-LCD-library,adafruit,git://github.com/adafruit/Adafruit-PCD8544-Nokia-5110-LCD-library.git,http://api.github.com,github_repo
queue_classic,QueueClassic,git://github.com/QueueClassic/queue_classic.git,http://api.github.com,github_repo
SpikeSort,btel,git://github.com/btel/SpikeSort.git,http://api.github.com,github_repo
InterCom,zikula-modules,git://github.com/zikula-modules/InterCom.git,http://api.github.com,github_repo
framework,lift,git://github.com/lift/framework.git,http://api.github.com,github_repo
file-line,bogado,git://github.com/bogado/file-line.git,http://api.github.com,github_repo
Kurogo-Mobile-Web,modolabs,git://github.com/modolabs/Kurogo-Mobile-Web.git,http://api.github.com,github_repo
flot,flot,git://github.com/flot/flot.git,http://api.github.com,github_repo
TinyIoC,grumpydev,git://github.com/grumpydev/TinyIoC.git,http://api.github.com,github_repo
caesar-web,uid,git://github.com/uid/caesar-web.git,http://api.github.com,github_repo
cwru-hvz-source,cwru-hvz-core,git://github.com/cwru-hvz-core/cwru-hvz-source.git,http://api.github.com,github_repo
gricli,grisu,git://github.com/grisu/gricli.git,http://api.github.com,github_repo
silverstripe-newsletter,silverstripe-archive,git://github.com/silverstripe-archive/silverstripe-newsletter.git,http://api.github.com,github_repo
silverstripe-payment,silverstripe-archive,git://github.com/silverstripe-archive/silverstripe-payment.git,http://api.github.com,github_repo
env-js,envjs,git://github.com/envjs/env-js.git,http://api.github.com,github_repo
WaveScript,rrnewton,git://github.com/rrnewton/WaveScript.git,http://api.github.com,github_repo
Glimpse,Glimpse,git://github.com/Glimpse/Glimpse.git,http://api.github.com,github_repo
nimble,nim-lang,git://github.com/nim-lang/nimble.git,http://api.github.com,github_repo
CATMAID,catmaid,git://github.com/catmaid/CATMAID.git,http://api.github.com,github_repo
node-dtrace-provider,chrisa,git://github.com/chrisa/node-dtrace-provider.git,http://api.github.com,github_repo
quda,lattice,git://github.com/lattice/quda.git,http://api.github.com,github_repo
apptools,enthought,git://github.com/enthought/apptools.git,http://api.github.com,github_repo
rhomobile-docs,rhomobile,git://github.com/rhomobile/rhomobile-docs.git,http://api.github.com,github_repo
chaco,enthought,git://github.com/enthought/chaco.git,http://api.github.com,github_repo
enable,enthought,git://github.com/enthought/enable.git,http://api.github.com,github_repo
mne-python,mne-tools,git://github.com/mne-tools/mne-python.git,http://api.github.com,github_repo
scimath,enthought,git://github.com/enthought/scimath.git,http://api.github.com,github_repo
traits,enthought,git://github.com/enthought/traits.git,http://api.github.com,github_repo
brat,nlplab,git://github.com/nlplab/brat.git,http://api.github.com,github_repo
fadecut,fadecut,git://github.com/fadecut/fadecut.git,http://api.github.com,github_repo
plugin.video.plexbmc,hippojay,git://github.com/hippojay/plugin.video.plexbmc.git,http://api.github.com,github_repo
frescobaldi,wbsoft,git://github.com/wbsoft/frescobaldi.git,http://api.github.com,github_repo
HTTPretty,gabrielfalcao,git://github.com/gabrielfalcao/HTTPretty.git,http://api.github.com,github_repo
html2text,aaronsw,git://github.com/aaronsw/html2text.git,http://api.github.com,github_repo
ranked-model,mixonic,git://github.com/mixonic/ranked-model.git,http://api.github.com,github_repo
Kotti,Kotti,git://github.com/Kotti/Kotti.git,http://api.github.com,github_repo
codespell,codespell-project,git://github.com/codespell-project/codespell.git,http://api.github.com,github_repo
whisk,nclack,git://github.com/nclack/whisk.git,http://api.github.com,github_repo
todo.txt-ios,todotxt,git://github.com/todotxt/todo.txt-ios.git,http://api.github.com,github_repo
freight,rcrowley,git://github.com/rcrowley/freight.git,http://api.github.com,github_repo
plantuml-server,plantuml,git://github.com/plantuml/plantuml-server.git,http://api.github.com,github_repo
node-exif,gomfunkel,git://github.com/gomfunkel/node-exif.git,http://api.github.com,github_repo
python-cmake-buildsystem,python-cmake-buildsystem,git://github.com/python-cmake-buildsystem/python-cmake-buildsystem.git,http://api.github.com,github_repo
sage,roots,git://github.com/roots/sage.git,http://api.github.com,github_repo
ack2,beyondgrep,git://github.com/beyondgrep/ack2.git,http://api.github.com,github_repo
gtkqq,kernelhcy,git://github.com/kernelhcy/gtkqq.git,http://api.github.com,github_repo
bifunctors,ekmett,git://github.com/ekmett/bifunctors.git,http://api.github.com,github_repo
jQuery.AjaxFileUpload.js,jfeldstein,git://github.com/jfeldstein/jQuery.AjaxFileUpload.js.git,http://api.github.com,github_repo
phpmd,phpmd,git://github.com/phpmd/phpmd.git,http://api.github.com,github_repo
sorcery,NoamB,git://github.com/NoamB/sorcery.git,http://api.github.com,github_repo
Happy.js,HenrikJoreteg,git://github.com/HenrikJoreteg/Happy.js.git,http://api.github.com,github_repo
perl-redis,PerlRedis,git://github.com/PerlRedis/perl-redis.git,http://api.github.com,github_repo
semigroupoids,ekmett,git://github.com/ekmett/semigroupoids.git,http://api.github.com,github_repo
list.js,javve,git://github.com/javve/list.js.git,http://api.github.com,github_repo
core,litecommerce,git://github.com/litecommerce/core.git,http://api.github.com,github_repo
TITokenField,thermogl,git://github.com/thermogl/TITokenField.git,http://api.github.com,github_repo
gelfj,t0xa,git://github.com/t0xa/gelfj.git,http://api.github.com,github_repo
gitian-builder,devrandom,git://github.com/devrandom/gitian-builder.git,http://api.github.com,github_repo
batphone,servalproject,git://github.com/servalproject/batphone.git,http://api.github.com,github_repo
python-markdown2,trentm,git://github.com/trentm/python-markdown2.git,http://api.github.com,github_repo
h4ck4th0n,shewu,git://github.com/shewu/h4ck4th0n.git,http://api.github.com,github_repo
PropelBundle,propelorm,git://github.com/propelorm/PropelBundle.git,http://api.github.com,github_repo
QuasselDroid,sandsmark,git://github.com/sandsmark/QuasselDroid.git,http://api.github.com,github_repo
jobTree,benedictpaten,git://github.com/benedictpaten/jobTree.git,http://api.github.com,github_repo
when-changed,joh,git://github.com/joh/when-changed.git,http://api.github.com,github_repo
canvas-lms,instructure,git://github.com/instructure/canvas-lms.git,http://api.github.com,github_repo
curl,cujojs,git://github.com/cujojs/curl.git,http://api.github.com,github_repo
Febrero-Roman-Numerals,12meses12katas,git://github.com/12meses12katas/Febrero-Roman-Numerals.git,http://api.github.com,github_repo
neo4js,neo-technology,git://github.com/neo-technology/neo4js.git,http://api.github.com,github_repo
paypal-express,nov,git://github.com/nov/paypal-express.git,http://api.github.com,github_repo
resource-agents,ClusterLabs,git://github.com/ClusterLabs/resource-agents.git,http://api.github.com,github_repo
OpenSesame,smathot,git://github.com/smathot/OpenSesame.git,http://api.github.com,github_repo
cmf-sandbox,symfony-cmf,git://github.com/symfony-cmf/cmf-sandbox.git,http://api.github.com,github_repo
iVersion,nicklockwood,git://github.com/nicklockwood/iVersion.git,http://api.github.com,github_repo
infusion,fluid-project,git://github.com/fluid-project/infusion.git,http://api.github.com,github_repo
jQCloud,lucaong,git://github.com/lucaong/jQCloud.git,http://api.github.com,github_repo
pelican-themes,getpelican,git://github.com/getpelican/pelican-themes.git,http://api.github.com,github_repo
sonLib,benedictpaten,git://github.com/benedictpaten/sonLib.git,http://api.github.com,github_repo
cactus,ComparativeGenomicsToolkit,git://github.com/ComparativeGenomicsToolkit/cactus.git,http://api.github.com,github_repo
structr,structr,git://github.com/structr/structr.git,http://api.github.com,github_repo
disqus-wordpress,disqus,git://github.com/disqus/disqus-wordpress.git,http://api.github.com,github_repo
navigator,papyri,git://github.com/papyri/navigator.git,http://api.github.com,github_repo
sql-translator,dbsrgits,git://github.com/dbsrgits/sql-translator.git,http://api.github.com,github_repo
instagram-ruby-gem,facebookarchive,git://github.com/facebookarchive/instagram-ruby-gem.git,http://api.github.com,github_repo
silverstripe-framework,silverstripe,git://github.com/silverstripe/silverstripe-framework.git,http://api.github.com,github_repo
python-instagram,facebookarchive,git://github.com/facebookarchive/python-instagram.git,http://api.github.com,github_repo
silverstripe-cms,silverstripe,git://github.com/silverstripe/silverstripe-cms.git,http://api.github.com,github_repo
silverstripe-eventmanagement,symbiote-library,git://github.com/symbiote-library/silverstripe-eventmanagement.git,http://api.github.com,github_repo
pindah,mirah,git://github.com/mirah/pindah.git,http://api.github.com,github_repo
LiveTest,phphatesme,git://github.com/phphatesme/LiveTest.git,http://api.github.com,github_repo
picojson,kazuho,git://github.com/kazuho/picojson.git,http://api.github.com,github_repo
django_markdown,klen,git://github.com/klen/django_markdown.git,http://api.github.com,github_repo
ModSecurity,SpiderLabs,git://github.com/SpiderLabs/ModSecurity.git,http://api.github.com,github_repo
solarium,solariumphp,git://github.com/solariumphp/solarium.git,http://api.github.com,github_repo
reductus,reductus,git://github.com/reductus/reductus.git,http://api.github.com,github_repo
mapnik-reference,mapnik,git://github.com/mapnik/mapnik-reference.git,http://api.github.com,github_repo
docusign-soap-sdk,docusign,git://github.com/docusign/docusign-soap-sdk.git,http://api.github.com,github_repo
x3dom,x3dom,git://github.com/x3dom/x3dom.git,http://api.github.com,github_repo
oiio,OpenImageIO,git://github.com/OpenImageIO/oiio.git,http://api.github.com,github_repo
puzzle-editing,mysteryhunt,git://github.com/mysteryhunt/puzzle-editing.git,http://api.github.com,github_repo
shotgunEvents,shotgunsoftware,git://github.com/shotgunsoftware/shotgunEvents.git,http://api.github.com,github_repo
SMSSync,ushahidi,git://github.com/ushahidi/SMSSync.git,http://api.github.com,github_repo
remotipart,JangoSteve,git://github.com/JangoSteve/remotipart.git,http://api.github.com,github_repo
jnr-ffi,jnr,git://github.com/jnr/jnr-ffi.git,http://api.github.com,github_repo
wok,mythmon,git://github.com/mythmon/wok.git,http://api.github.com,github_repo
audiolib.js,jussi-kalliokoski,git://github.com/jussi-kalliokoski/audiolib.js.git,http://api.github.com,github_repo
assetgraph,assetgraph,git://github.com/assetgraph/assetgraph.git,http://api.github.com,github_repo
veusz,veusz,git://github.com/veusz/veusz.git,http://api.github.com,github_repo
Dolomite,benel,git://github.com/benel/Dolomite.git,http://api.github.com,github_repo
Porphyry,Hypertopic,git://github.com/Hypertopic/Porphyry.git,http://api.github.com,github_repo
Email-Boilerplate,seanpowell,git://github.com/seanpowell/Email-Boilerplate.git,http://api.github.com,github_repo
gentoo-haskell,gentoo-haskell,git://github.com/gentoo-haskell/gentoo-haskell.git,http://api.github.com,github_repo
pyScss,Kronuz,git://github.com/Kronuz/pyScss.git,http://api.github.com,github_repo
k-9,k9mail,git://github.com/k9mail/k-9.git,http://api.github.com,github_repo
node-querystring,tj,git://github.com/tj/node-querystring.git,http://api.github.com,github_repo
impressionist,charlotte-ruby,git://github.com/charlotte-ruby/impressionist.git,http://api.github.com,github_repo
redmine_tags,ixti,git://github.com/ixti/redmine_tags.git,http://api.github.com,github_repo
ILSpy,icsharpcode,git://github.com/icsharpcode/ILSpy.git,http://api.github.com,github_repo
hank,LiveRamp,git://github.com/LiveRamp/hank.git,http://api.github.com,github_repo
glyr,sahib,git://github.com/sahib/glyr.git,http://api.github.com,github_repo
Suma,suma-project,git://github.com/suma-project/Suma.git,http://api.github.com,github_repo
iRate,nicklockwood,git://github.com/nicklockwood/iRate.git,http://api.github.com,github_repo
newforms,insin,git://github.com/insin/newforms.git,http://api.github.com,github_repo
libhtp,OISF,git://github.com/OISF/libhtp.git,http://api.github.com,github_repo
weld,tmpvar,git://github.com/tmpvar/weld.git,http://api.github.com,github_repo
kan-extensions,ekmett,git://github.com/ekmett/kan-extensions.git,http://api.github.com,github_repo
acts_as_list,swanandp,git://github.com/swanandp/acts_as_list.git,http://api.github.com,github_repo
sagecell,sagemath,git://github.com/sagemath/sagecell.git,http://api.github.com,github_repo
CzechFunCore,overy,git://github.com/overy/CzechFunCore.git,http://api.github.com,github_repo
xstyle,kriszyp,git://github.com/kriszyp/xstyle.git,http://api.github.com,github_repo
polyfills,remy,git://github.com/remy/polyfills.git,http://api.github.com,github_repo
ghettoVCB,lamw,git://github.com/lamw/ghettoVCB.git,http://api.github.com,github_repo
teamocil,remiprev,git://github.com/remiprev/teamocil.git,http://api.github.com,github_repo
lumberjack,bdurand,git://github.com/bdurand/lumberjack.git,http://api.github.com,github_repo
acquaman,acquaman,git://github.com/acquaman/acquaman.git,http://api.github.com,github_repo
libnfs,sahlberg,git://github.com/sahlberg/libnfs.git,http://api.github.com,github_repo
SpotiFire,Alxandr,git://github.com/Alxandr/SpotiFire.git,http://api.github.com,github_repo
aichallenge,aichallenge,git://github.com/aichallenge/aichallenge.git,http://api.github.com,github_repo
simplejson,simplejson,git://github.com/simplejson/simplejson.git,http://api.github.com,github_repo
tag-it,aehlke,git://github.com/aehlke/tag-it.git,http://api.github.com,github_repo
kaminari,kaminari,git://github.com/kaminari/kaminari.git,http://api.github.com,github_repo
S2E,OlegKrikun,git://github.com/OlegKrikun/S2E.git,http://api.github.com,github_repo
Factions,MassiveCraft,git://github.com/MassiveCraft/Factions.git,http://api.github.com,github_repo
resume.github.com,resume,git://github.com/resume/resume.github.com.git,http://api.github.com,github_repo
CouchPotatoServer,CouchPotato,git://github.com/CouchPotato/CouchPotatoServer.git,http://api.github.com,github_repo
oftc-hybrid,oftc,git://github.com/oftc/oftc-hybrid.git,http://api.github.com,github_repo
oftc-ircservices,oftc,git://github.com/oftc/oftc-ircservices.git,http://api.github.com,github_repo
ninja,ninja-build,git://github.com/ninja-build/ninja.git,http://api.github.com,github_repo
execjs,sstephenson,git://github.com/sstephenson/execjs.git,http://api.github.com,github_repo
puppet-rvm,blt04,git://github.com/blt04/puppet-rvm.git,http://api.github.com,github_repo
yi,yi-editor,git://github.com/yi-editor/yi.git,http://api.github.com,github_repo
mongolink,MongoLink,git://github.com/MongoLink/mongolink.git,http://api.github.com,github_repo
mixpanel-node,mixpanel,git://github.com/mixpanel/mixpanel-node.git,http://api.github.com,github_repo
blackmagic,blacksphere,git://github.com/blacksphere/blackmagic.git,http://api.github.com,github_repo
carto,mapbox,git://github.com/mapbox/carto.git,http://api.github.com,github_repo
tilelive,mapbox,git://github.com/mapbox/tilelive.git,http://api.github.com,github_repo
Giles,codereflection,git://github.com/codereflection/Giles.git,http://api.github.com,github_repo
RunDMC,marklogic-community,git://github.com/marklogic-community/RunDMC.git,http://api.github.com,github_repo
dotjs,defunkt,git://github.com/defunkt/dotjs.git,http://api.github.com,github_repo
Respond,scottjehl,git://github.com/scottjehl/Respond.git,http://api.github.com,github_repo
TraduXio,Hypertopic,git://github.com/Hypertopic/TraduXio.git,http://api.github.com,github_repo
otwarchive,otwcode,git://github.com/otwcode/otwarchive.git,http://api.github.com,github_repo
FunkLoad,nuxeo,git://github.com/nuxeo/FunkLoad.git,http://api.github.com,github_repo
PacketQ,DNS-OARC,git://github.com/DNS-OARC/PacketQ.git,http://api.github.com,github_repo
AvalancheImagineBundle,avalanche123,git://github.com/avalanche123/AvalancheImagineBundle.git,http://api.github.com,github_repo
paper.js,paperjs,git://github.com/paperjs/paper.js.git,http://api.github.com,github_repo
brubeck,j2labs,git://github.com/j2labs/brubeck.git,http://api.github.com,github_repo
hgd,vext01,git://github.com/vext01/hgd.git,http://api.github.com,github_repo
JMImageCache,jakemarsh,git://github.com/jakemarsh/JMImageCache.git,http://api.github.com,github_repo
pyspread,manns,git://github.com/manns/pyspread.git,http://api.github.com,github_repo
bltoolkit,igor-tkachev,git://github.com/igor-tkachev/bltoolkit.git,http://api.github.com,github_repo
python_webservices_library,gddc,git://github.com/gddc/python_webservices_library.git,http://api.github.com,github_repo
Mathics,mathics,git://github.com/mathics/Mathics.git,http://api.github.com,github_repo
ardublock,taweili,git://github.com/taweili/ardublock.git,http://api.github.com,github_repo
api-easy,vowsjs,git://github.com/vowsjs/api-easy.git,http://api.github.com,github_repo
nqp,perl6,git://github.com/perl6/nqp.git,http://api.github.com,github_repo
ShortcutRecorder,Kentzo,git://github.com/Kentzo/ShortcutRecorder.git,http://api.github.com,github_repo
qibuild,aldebaran,git://github.com/aldebaran/qibuild.git,http://api.github.com,github_repo
papertrail-cli,papertrail,git://github.com/papertrail/papertrail-cli.git,http://api.github.com,github_repo
Control,charlieroberts,git://github.com/charlieroberts/Control.git,http://api.github.com,github_repo
RSEM,deweylab,git://github.com/deweylab/RSEM.git,http://api.github.com,github_repo
php-liquid,harrydeluxe,git://github.com/harrydeluxe/php-liquid.git,http://api.github.com,github_repo
libuvc,ktossell,git://github.com/ktossell/libuvc.git,http://api.github.com,github_repo
yubico-pam,Yubico,git://github.com/Yubico/yubico-pam.git,http://api.github.com,github_repo
tomighty,tomighty,git://github.com/tomighty/tomighty.git,http://api.github.com,github_repo
cci,CCI,git://github.com/CCI/cci.git,http://api.github.com,github_repo
jenkins-hipchat-plugin,jlewallen,git://github.com/jlewallen/jenkins-hipchat-plugin.git,http://api.github.com,github_repo
cocoon,nathanvda,git://github.com/nathanvda/cocoon.git,http://api.github.com,github_repo
pando.py,AspenWeb,git://github.com/AspenWeb/pando.py.git,http://api.github.com,github_repo
lupa,scoder,git://github.com/scoder/lupa.git,http://api.github.com,github_repo
pulse,heroku,git://github.com/heroku/pulse.git,http://api.github.com,github_repo
foursquare2,mattmueller,git://github.com/mattmueller/foursquare2.git,http://api.github.com,github_repo
monad-par,simonmar,git://github.com/simonmar/monad-par.git,http://api.github.com,github_repo
hspec,hspec,git://github.com/hspec/hspec.git,http://api.github.com,github_repo
amplify,mikehostetler,git://github.com/mikehostetler/amplify.git,http://api.github.com,github_repo
segway_rmp,segwayrmp,git://github.com/segwayrmp/segway_rmp.git,http://api.github.com,github_repo
django-cron,Tivix,git://github.com/Tivix/django-cron.git,http://api.github.com,github_repo
scout-app,scout-app,git://github.com/scout-app/scout-app.git,http://api.github.com,github_repo
Sassy-Buttons,jhardy,git://github.com/jhardy/Sassy-Buttons.git,http://api.github.com,github_repo
rbtrace,tmm1,git://github.com/tmm1/rbtrace.git,http://api.github.com,github_repo
gensim,RaRe-Technologies,git://github.com/RaRe-Technologies/gensim.git,http://api.github.com,github_repo
spectrum2,SpectrumIM,git://github.com/SpectrumIM/spectrum2.git,http://api.github.com,github_repo
scala-io,jesseeichar,git://github.com/jesseeichar/scala-io.git,http://api.github.com,github_repo
gasistafelice,befair,git://github.com/befair/gasistafelice.git,http://api.github.com,github_repo
wormbase-pipeline,WormBase,git://github.com/WormBase/wormbase-pipeline.git,http://api.github.com,github_repo
py-moneyed,limist,git://github.com/limist/py-moneyed.git,http://api.github.com,github_repo
wax,cutting-room-floor,git://github.com/cutting-room-floor/wax.git,http://api.github.com,github_repo
django-imagekit,matthewwithanm,git://github.com/matthewwithanm/django-imagekit.git,http://api.github.com,github_repo
phpcr-odm,doctrine,git://github.com/doctrine/phpcr-odm.git,http://api.github.com,github_repo
binary,kolmodin,git://github.com/kolmodin/binary.git,http://api.github.com,github_repo
kuma,mozilla,git://github.com/mozilla/kuma.git,http://api.github.com,github_repo
seng513project,mdoerk,git://github.com/mdoerk/seng513project.git,http://api.github.com,github_repo
json,trentm,git://github.com/trentm/json.git,http://api.github.com,github_repo
python-musicbrainzngs,alastair,git://github.com/alastair/python-musicbrainzngs.git,http://api.github.com,github_repo
activeldap,activeldap,git://github.com/activeldap/activeldap.git,http://api.github.com,github_repo
beangle3,beangle,git://github.com/beangle/beangle3.git,http://api.github.com,github_repo
PyVirtualDisplay,ponty,git://github.com/ponty/PyVirtualDisplay.git,http://api.github.com,github_repo
npm-registry-couchapp,npm,git://github.com/npm/npm-registry-couchapp.git,http://api.github.com,github_repo
cluster,LearnBoost,git://github.com/LearnBoost/cluster.git,http://api.github.com,github_repo
SVGeocoder,TransitApp,git://github.com/TransitApp/SVGeocoder.git,http://api.github.com,github_repo
NSpec,nspec,git://github.com/nspec/NSpec.git,http://api.github.com,github_repo
nose-progressive,erikrose,git://github.com/erikrose/nose-progressive.git,http://api.github.com,github_repo
node-semver,npm,git://github.com/npm/node-semver.git,http://api.github.com,github_repo
MNPP,jyr,git://github.com/jyr/MNPP.git,http://api.github.com,github_repo
emscripten,kripken,git://github.com/kripken/emscripten.git,http://api.github.com,github_repo
node-bigint,substack,git://github.com/substack/node-bigint.git,http://api.github.com,github_repo
html5shiv,aFarkas,git://github.com/aFarkas/html5shiv.git,http://api.github.com,github_repo
scummvm,scummvm,git://github.com/scummvm/scummvm.git,http://api.github.com,github_repo
LTLMoP,VerifiableRobotics,git://github.com/VerifiableRobotics/LTLMoP.git,http://api.github.com,github_repo
youtube-viewer,trizen,git://github.com/trizen/youtube-viewer.git,http://api.github.com,github_repo
schema_plus,SchemaPlus,git://github.com/SchemaPlus/schema_plus.git,http://api.github.com,github_repo
django-polymorphic,django-polymorphic,git://github.com/django-polymorphic/django-polymorphic.git,http://api.github.com,github_repo
jnr-unixsocket,jnr,git://github.com/jnr/jnr-unixsocket.git,http://api.github.com,github_repo
devise_security_extension,phatworx,git://github.com/phatworx/devise_security_extension.git,http://api.github.com,github_repo
prettydiff,prettydiff,git://github.com/prettydiff/prettydiff.git,http://api.github.com,github_repo
